kodVVyk;nazovVVyk;skVVyk
5t6501;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 1 stavec;S55-36
5t6502;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 2 stavce;S55-36
5t6503;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 3 stavce;S55-36
5t6504;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 4 stavce;S55-36
5t6505;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 5 a viac stavcov;S55-36
5t6511;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 1 stavec;S55-36
5t6512;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 2 stavce;S55-36
5t6513;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 3 stavce;S55-36
5t6514;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 4 stavce;S55-36
5t6515;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 5 a viac stavcov;S55-36
5t6516;Náhrada tela stavca a komplexná rekonštrukcia na chrbtici, predný podporný štep bez korekcie;S55-36
5t6517;Náhrada tela stavca a komplexná rekonštrukcia na chrbtici, predný podporný štep s korekcou;S55-36
5t654;Kyfektómia;S55-36
5t655;Dorzálna korekcia na chrbtici bez ventrálneho uvoľnenia;S55-36
5t656;Dorzálna korekcia na chrbtici s ventrálnym uvoľnením;S55-36
5t657;Dorzoventrálna korekcia  na chrbtici ;S55-36
5t698;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia chrbtice s fúziou (360 stupňov);S55-36
5t6411;Dorzálna spondylodéza, 1 segment;S55-36
5t6412;Dorzálna spondylodéza, 2 segmenty;S55-36
5t6413;Dorzálna spondylodéza, 3 segmenty;S55-36
5t6414;Dorzálna spondylodéza, 4 segmenty;S55-36
5t6415;Dorzálna spondylodéza, 5 segmentov;S55-36
5t6416;Dorzálna spondylodéza, 6 a viac segmentov;S55-36
5t6421;Ventrálna spondylodéza, 1 segment;S55-36
5t6422;Ventrálna spondylodéza, 2 segmenty;S55-36
5t6423;Ventrálna spondylodéza, 3 segmenty;S55-36
5t6424;Ventrálna spondylodéza, 4 segmenty;S55-36
5t6425;Ventrálna spondylodéza, 5 segmentov;S55-36
5t6426;Ventrálna spondylodéza, 6 a viac segmentov;S55-36
5t6431;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 1 segment;S55-36
5t6432;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 2 segmenty;S55-36
5t6433;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 3 segmenty;S55-36
5t6434;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 4 segmenty;S55-36
5t6435;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 5 segmentov;S55-36
5t6436;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 6 a viac segmentov;S55-36
5t64x;Spondylodéza, ostatné;S55-36
5t6601;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-36
5t6602;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-36
5t6603;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-36
5t6604;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-36
5t6611;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-36
5t6612;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-36
5t6613;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-36
5t6614;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-36
5t6631;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-36
5t6632;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-36
5t6633;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-36
5t6634;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-36
5t6641;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S55-36
5t6642;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-36
5t6643;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-36
5t6644;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-36
5t6651;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S55-36
5t6652;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S55-36
5t6653;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S55-36
5t6654;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S55-36
5t6681;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S55-36
5t6682;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S55-36
5t6683;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S55-36
5t6684;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S55-36
5t66x1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S55-36
5t66x2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S55-36
5t66x3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S55-36
5t66x4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S55-36
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-36
5t695;Revízia po operácii chrbtice;S55-36
5a90301;Dorzálny prístup k hrudnej chrbtici, 1 segment;S55-36
5a90302;Dorzálny prístup k hrudnej chrbtici, 2 segmenty;S55-36
5a90303;Dorzálny prístup k hrudnej chrbtici, viac ako 2 segmenty;S55-36
5a903x;Iný prístup k hrudnej chrbtici;S55-36
5a90401;Dorzálny prístup k bedrovej chrbtici, 1 segment;S55-36
5a90402;Dorzálny prístup k bedrovej chrbtici, 2 segmenty;S55-36
5a90403;Dorzálny prístup k bedrovej chrbtici, viac ako 2 segmenty;S55-36
5a90451;Transperitoneálny prístup k bedrovej chrbtici;S55-36
5a90452;Dorzolaterálny prístup k bedrovej chrbtici;S55-36
5a90453;Retroperitoneálny prístup k bedrovej chrbtici;S55-36
5a9048;Kombinácia torako-retroperitoneálne-retroperitoneálneho prístupu;S55-36
5a9049;Transapikálny prístup podľa Judet;S55-36
5a904x;Iný prístup k bedrovej chrbtici;S55-36
5t6661;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S55-36
5t6662;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S55-36
5t6663;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S55-36
5t6664;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S55-36
5t69b1;Implantácia medzitŕňového rozvierača na chrbtici, 1 segment;S55-36
5t69b2;Implantácia medzitŕňového rozvierača na chrbtici, 2 segmenty;S55-36
5t69b3;Implantácia medzitŕňového rozvierača na chrbtici, 3 a viac segmentov;S55-36
5t69c1;Výmena medzitŕňového rozvierača na chrbtici, 1 segment;S55-36
5t69c2;Výmena medzitŕňového rozvierača na chrbtici, 2 segmenty;S55-36
5t69c3;Výmena medzitŕňového rozvierača na chrbtici, 3 a viac segmentov;S55-36
5t69d1;Odstránenie medzitŕňového rozvierača z chrbtice, 1 segment;S55-36
5t69d2;Odstránenie medzitŕňového rozvierača z chrbtice, 2 segmenty;S55-36
5t69d3;Odstránenie medzitŕňového rozvierača z chrbtice, 3 a viac segmentov;S55-36
5z1117;Použitie navigačného systému;S55-36
5z111a;Použitie operačného mikroskopu;S55-36
5z1123;Roboticky asistovaný chirurgický výkon;S55-36
5z141;Konverzia endoskopického výkonu na otvorený;S55-36
5z142;Reoperácia;S55-36
5z143;Predčasné ukončenie operácie;S55-36
5z1602;Spinálny operačný výkon s využitím intraoperačného neuromonitoringu;S55-36
5t6961;Dekompresia miešneho kanála uvoľnením kosti, 1 segment;S55-37
5t6962;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty;S55-37
5t6963;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty;S55-37
5t6964;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov;S55-37
5t626;Foraminektómia;S55-37
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-37
5t63a0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-37
5t63a1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-37
5t63b0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-37
5t63b1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-37
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-37
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-37
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-37
5t63x;Kostná náhrada na chrbtici, ostatné;S55-37
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-37
5t698;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia chrbtice s fúziou (360 stupňov);S55-37
5t695;Revízia po operácii chrbtice;S55-37
5a90461;Dorzálny prístup k Os sacrum a k Os coccygis;S55-37
5a90462;Ventrálny prístup k Os sacrum a Os coccygis;S55-37
5a9047;Kombinácia pararektal-retroperitoneálneho prístupu;S55-37
5a9048;Kombinácia torako-retroperitoneálne-retroperitoneálneho prístupu;S55-37
5a9049;Transapikálny prístup podľa Judet;S55-37
5z1117;Použitie navigačného systému;S55-37
5z111a;Použitie operačného mikroskopu;S55-37
5z1123;Roboticky asistovaný chirurgický výkon;S55-37
5z141;Konverzia endoskopického výkonu na otvorený;S55-37
5z142;Reoperácia;S55-37
5z143;Predčasné ukončenie operácie;S55-37
5a90211;Laminotómia krčnej chrbtice, 1 segment;S55-38
5a90212;Laminotómia krčnej chrbtice, 2 segmenty;S55-38
5a90213;Laminotómia krčnej chrbtice, viac ako 2 segmenty;S55-38
5a90221;Hemilaminektómia krčnej chrbtice, 1 segment;S55-38
5a90222;Hemilaminektómia krčnej chrbtice, 2 segmenty;S55-38
5a90223;Hemilaminektómia krčnej chrbtice, viac ako 2 segmenty;S55-38
5a90231;Laminektómia krčnej chrbtice, 1 segment;S55-38
5a90232;Laminektómia krčnej chrbtice, 2 segmenty;S55-38
5a90233;Laminektómia krčnej chrbtice, viac ako 2 segmenty;S55-38
5t6961;Dekompresia miešneho kanála uvoľnením kosti, 1 segment;S55-38
5t6962;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty;S55-38
5t6963;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty;S55-38
5t6964;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov;S55-38
5t624;Parciálna artrektómia;S55-38
5t625;Totálna artrektómia;S55-38
5t626;Foraminektómia;S55-38
5t6601;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-38
5t6602;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-38
5t6603;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-38
5t6604;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-38
5t6611;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-38
5t6612;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-38
5t6613;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-38
5t6614;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-38
5t6631;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-38
5t6632;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-38
5t6633;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-38
5t6634;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-38
5t6641;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S55-38
5t6642;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-38
5t6643;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-38
5t6644;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-38
5t6651;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S55-38
5t6652;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S55-38
5t6653;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S55-38
5t6654;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S55-38
5t6681;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S55-38
5t6682;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S55-38
5t6683;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S55-38
5t6684;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S55-38
5t66x1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S55-38
5t66x2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S55-38
5t66x3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S55-38
5t66x4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S55-38
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-38
5t69x1;Iné operácie na chrbtici, HALO fixácia;S55-38
5t695;Revízia po operácii chrbtice;S55-38
5a901a;Kraniocervikálny prechod, transorálne;S55-38
5a901b;Kraniocervikálny prechod, dorzálne;S55-38
5a901c;Kraniocervikálny prechod, laterálne;S55-38
5a90201;Dorzálny prístup ku krčnej chrbtici, 1 segment;S55-38
5a90202;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;S55-38
5a90203;Dorzálny prístup ku krčnej chrbtici, viac ako 2 segmenty;S55-38
5a902x;Iný prístup ku krčnej chrbtici;S55-38
5a9049;Transapikálny prístup podľa Judet;S55-38
5t6661;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S55-38
5t6662;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S55-38
5t6663;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S55-38
5t6664;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S55-38
5t600;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, debridement;S55-38
5t601;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, sekvestrotómia;S55-38
5t603;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, odstránenie cudzieho telesa;S55-38
5t604;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, drenáž;S55-38
5t605;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, revízia fistuly;S55-38
5t606;Incízie pri chorobne zmenenom kostnom a kĺbovom tkanive chrbtice, revízia fistuly so sekvestrotómiou;S55-38
5z1117;Použitie navigačného systému;S55-38
5z111a;Použitie operačného mikroskopu;S55-38
5z1123;Roboticky asistovaný chirurgický výkon;S55-38
5z141;Konverzia endoskopického výkonu na otvorený;S55-38
5z142;Reoperácia;S55-38
5z143;Predčasné ukončenie operácie;S55-38
5z1602;Spinálny operačný výkon s využitím intraoperačného neuromonitoringu;S55-38
5a90211;Laminotómia krčnej chrbtice, 1 segment;S55-39
5a90212;Laminotómia krčnej chrbtice, 2 segmenty;S55-39
5a90213;Laminotómia krčnej chrbtice, viac ako 2 segmenty;S55-39
5a90221;Hemilaminektómia krčnej chrbtice, 1 segment;S55-39
5a90222;Hemilaminektómia krčnej chrbtice, 2 segmenty;S55-39
5a90223;Hemilaminektómia krčnej chrbtice, viac ako 2 segmenty;S55-39
5a90231;Laminektómia krčnej chrbtice, 1 segment;S55-39
5a90232;Laminektómia krčnej chrbtice, 2 segmenty;S55-39
5a90233;Laminektómia krčnej chrbtice, viac ako 2 segmenty;S55-39
5t6961;Dekompresia miešneho kanála uvoľnením kosti, 1 segment;S55-39
5t6962;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty;S55-39
5t6963;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty;S55-39
5t6964;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov;S55-39
5t624;Parciálna artrektómia;S55-39
5t625;Totálna artrektómia;S55-39
5t626;Foraminektómia;S55-39
5t6601;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-39
5t6602;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-39
